Pseudomonas_syringae_7928A_6990	ref|WP_032656593.1|	74.510	612	619	624	1	599	1	610	0.0	863	97
Pseudomonas_syringae_7928A_6990	ref|WP_024693886.1|	74.346	612	619	624	1	599	1	610	0.0	859	97
Pseudomonas_syringae_7928A_6990	ref|WP_024658146.1|	71.778	613	619	625	1	599	1	611	0.0	833	97
Pseudomonas_syringae_7928A_6990	ref|WP_024649699.1|	78.824	425	619	510	1	418	1	425	0.0	634	97
Pseudomonas_syringae_7928A_6990	ref|WP_024649699.1|	48.123	293	619	510	320	599	206	496	4.18e-79	250	97
Pseudomonas_syringae_7928A_6990	ref|WP_024639976.1|	75.758	66	619	487	1	66	1	66	6.91e-27	103	11
Pseudomonas_syringae_7928A_6990	ref|WP_005768002.1|	64.198	81	619	486	1	81	1	80	1.91e-26	102	13
Pseudomonas_syringae_CFBP_8692_12247	ref|WP_024674765.1|	86.174	528	529	553	2	529	27	553	0.0	907	99
Pseudomonas_syringae_CFBP_8692_12247	ref|WP_024639976.1|	95.000	160	529	487	1	160	26	185	8.56e-104	311	30
Pseudomonas_syringae_CFBP_8692_12247	ref|WP_005896706.1|	89.308	159	529	486	2	160	27	185	1.73e-95	290	30
Pseudomonas_syringae_CFBP_8692_12247	ref|WP_005768002.1|	87.421	159	529	486	2	160	27	185	5.23e-94	286	30
Pseudomonas_syringae_CFBP_8692_12247	ref|WP_024649699.1|	62.500	40	529	510	2	41	27	66	7.40e-11	53.5	8
Pseudomonas_syringae_CFBP_8692_12247	ref|WP_024693886.1|	62.500	40	529	624	2	41	27	66	9.75e-11	53.1	8
Pseudomonas_syringae_pv_tomato_BRIP38746_11422	ref|WP_005768002.1|	99.794	486	486	486	1	486	1	486	0.0	979	100
Pseudomonas_syringae_pv_tomato_BRIP38746_11422	ref|WP_024639976.1|	89.322	487	486	487	1	486	1	487	0.0	891	100
Pseudomonas_syringae_pv_tomato_BRIP38746_11422	ref|WP_005896706.1|	90.123	486	486	486	1	486	1	486	0.0	886	100
Pseudomonas_syringae_pv_tomato_BRIP38746_11422	ref|WP_024674765.1|	88.108	185	486	553	1	185	1	185	3.64e-112	333	38
Pseudomonas_syringae_pv_tomato_BRIP38746_11422	ref|WP_027901668.1|	48.315	356	486	360	138	486	28	360	1.63e-100	297	100
Pseudomonas_syringae_pv_tomato_BRIP38746_11422	ref|WP_027901668.1|	35.714	168	486	360	1	164	1	157	4.63e-20	81.3	100
Pseudomonas_syringae_pv_tomato_BRIP38746_11422	ref|WP_027901669.1|	46.961	362	486	367	138	486	28	367	1.26e-96	287	100
Pseudomonas_syringae_pv_tomato_BRIP38746_11422	ref|WP_027901669.1|	38.667	150	486	367	1	144	1	150	1.28e-23	92.0	100
Pseudomonas_syringae_R1079_7297	ref|WP_032656593.1|	74.510	612	619	624	1	599	1	610	0.0	863	97
Pseudomonas_syringae_R1079_7297	ref|WP_024693886.1|	74.346	612	619	624	1	599	1	610	0.0	859	97
Pseudomonas_syringae_R1079_7297	ref|WP_024658146.1|	71.778	613	619	625	1	599	1	611	0.0	833	97
Pseudomonas_syringae_R1079_7297	ref|WP_024649699.1|	78.824	425	619	510	1	418	1	425	0.0	634	97
Pseudomonas_syringae_R1079_7297	ref|WP_024649699.1|	48.123	293	619	510	320	599	206	496	4.18e-79	250	97
Pseudomonas_syringae_R1079_7297	ref|WP_024639976.1|	75.758	66	619	487	1	66	1	66	6.91e-27	103	11
Pseudomonas_syringae_R1079_7297	ref|WP_005768002.1|	64.198	81	619	486	1	81	1	80	1.91e-26	102	13
Pseudomonas_syringae_pv_actinidiae_str_Shaanxi_M228_11439	ref|WP_024658146.1|	95.200	625	625	625	1	625	1	625	0.0	1205	100
Pseudomonas_syringae_pv_actinidiae_str_Shaanxi_M228_11439	ref|WP_032656593.1|	85.897	624	625	624	1	624	1	623	0.0	1062	99
Pseudomonas_syringae_pv_actinidiae_str_Shaanxi_M228_11439	ref|WP_024693886.1|	85.417	624	625	624	1	624	1	623	0.0	1055	99
Pseudomonas_syringae_pv_actinidiae_str_Shaanxi_M228_11439	ref|WP_024649699.1|	71.759	432	625	510	1	425	1	425	0.0	592	100
Pseudomonas_syringae_pv_actinidiae_str_Shaanxi_M228_11439	ref|WP_024649699.1|	82.026	306	625	510	320	625	206	510	1.09e-177	504	100
Pseudomonas_syringae_pv_actinidiae_str_Shaanxi_M228_11439	ref|WP_005768002.1|	67.901	81	625	486	1	81	1	80	2.77e-28	108	13
Pseudomonas_syringae_pv_actinidiae_str_Shaanxi_M228_11439	ref|WP_005896706.1|	77.273	66	625	486	1	66	1	66	1.08e-27	106	11
Pseudomonas_syringae_pv_actinidiae_PSAAH01_20743	ref|WP_024658146.1|	95.360	625	625	625	1	625	1	625	0.0	1207	100
Pseudomonas_syringae_pv_actinidiae_PSAAH01_20743	ref|WP_032656593.1|	86.058	624	625	624	1	624	1	623	0.0	1064	99
Pseudomonas_syringae_pv_actinidiae_PSAAH01_20743	ref|WP_024693886.1|	85.577	624	625	624	1	624	1	623	0.0	1056	99
Pseudomonas_syringae_pv_actinidiae_PSAAH01_20743	ref|WP_024649699.1|	71.991	432	625	510	1	425	1	425	0.0	595	100
Pseudomonas_syringae_pv_actinidiae_PSAAH01_20743	ref|WP_024649699.1|	82.026	306	625	510	320	625	206	510	9.79e-178	505	100
Pseudomonas_syringae_pv_actinidiae_PSAAH01_20743	ref|WP_005768002.1|	69.136	81	625	486	1	81	1	80	6.50e-29	110	13
Pseudomonas_syringae_pv_actinidiae_PSAAH01_20743	ref|WP_005896706.1|	78.788	66	625	486	1	66	1	66	2.55e-28	108	11
Pseudomonas_syringae_pv_actinidifoliorum_ICMP_18803_20753	ref|WP_024658146.1|	94.720	625	625	625	1	625	1	625	0.0	1181	100
Pseudomonas_syringae_pv_actinidifoliorum_ICMP_18803_20753	ref|WP_032656593.1|	86.378	624	625	624	1	624	1	623	0.0	1069	99
Pseudomonas_syringae_pv_actinidifoliorum_ICMP_18803_20753	ref|WP_024693886.1|	85.737	624	625	624	1	624	1	623	0.0	1060	99
Pseudomonas_syringae_pv_actinidifoliorum_ICMP_18803_20753	ref|WP_024649699.1|	72.222	432	625	510	1	425	1	425	0.0	595	100
Pseudomonas_syringae_pv_actinidifoliorum_ICMP_18803_20753	ref|WP_024649699.1|	81.046	306	625	510	320	625	206	510	2.41e-176	501	100
Pseudomonas_syringae_pv_actinidifoliorum_ICMP_18803_20753	ref|WP_005768002.1|	67.901	81	625	486	1	81	1	80	2.58e-28	108	13
Pseudomonas_syringae_pv_actinidifoliorum_ICMP_18803_20753	ref|WP_005896706.1|	77.273	66	625	486	1	66	1	66	1.14e-27	106	11
Pseudomonas_syringae_pv_tagetis_ICMP_4091_14835	ref|WP_024649699.1|	93.529	510	510	510	1	510	1	510	0.0	953	100
Pseudomonas_syringae_pv_tagetis_ICMP_4091_14835	ref|WP_024693886.1|	74.825	429	510	624	1	423	1	422	0.0	616	99
Pseudomonas_syringae_pv_tagetis_ICMP_4091_14835	ref|WP_024693886.1|	75.316	316	510	624	194	509	308	623	4.26e-165	472	99
Pseudomonas_syringae_pv_tagetis_ICMP_4091_14835	ref|WP_032656593.1|	74.592	429	510	624	1	423	1	422	0.0	615	99
Pseudomonas_syringae_pv_tagetis_ICMP_4091_14835	ref|WP_032656593.1|	76.266	316	510	624	194	509	308	623	9.27e-168	479	99
Pseudomonas_syringae_pv_tagetis_ICMP_4091_14835	ref|WP_024658146.1|	72.454	432	510	625	1	425	1	425	0.0	598	100
Pseudomonas_syringae_pv_tagetis_ICMP_4091_14835	ref|WP_024658146.1|	81.447	318	510	625	194	510	308	625	0.0	517	100
Pseudomonas_syringae_pv_tagetis_ICMP_4091_14835	ref|WP_024639976.1|	72.727	66	510	487	1	66	1	66	2.07e-26	101	13
Pseudomonas_syringae_pv_tagetis_ICMP_4091_14835	ref|WP_005768002.1|	62.963	81	510	486	1	81	1	80	2.71e-26	101	16
Pseudomonas_syringae_isolate_CFBP3840_6707	ref|WP_024693886.1|	96.154	624	624	624	1	624	1	624	0.0	1212	100
Pseudomonas_syringae_isolate_CFBP3840_6707	ref|WP_032656593.1|	95.673	624	624	624	1	624	1	624	0.0	1208	100
Pseudomonas_syringae_isolate_CFBP3840_6707	ref|WP_024658146.1|	86.218	624	624	625	1	623	1	624	0.0	1081	99
Pseudomonas_syringae_isolate_CFBP3840_6707	ref|WP_024649699.1|	76.224	429	624	510	1	422	1	423	0.0	622	99
Pseudomonas_syringae_isolate_CFBP3840_6707	ref|WP_024649699.1|	78.947	304	624	510	320	623	206	509	6.34e-173	493	99
Pseudomonas_syringae_isolate_CFBP3840_6707	ref|WP_024639976.1|	74.242	66	624	487	1	66	1	66	2.09e-26	102	11
Pseudomonas_syringae_isolate_CFBP3840_6707	ref|WP_005768002.1|	62.963	81	624	486	1	81	1	80	5.86e-26	101	13
Pseudomonas_syringae_pv_maculicola_str_ES4326_12204	ref|WP_005768002.1|	94.318	440	440	486	1	440	47	486	0.0	847	100
Pseudomonas_syringae_pv_maculicola_str_ES4326_12204	ref|WP_024639976.1|	88.662	441	440	487	1	440	47	487	0.0	801	100
Pseudomonas_syringae_pv_maculicola_str_ES4326_12204	ref|WP_005896706.1|	89.545	440	440	486	1	440	47	486	0.0	797	100
Pseudomonas_syringae_pv_maculicola_str_ES4326_12204	ref|WP_027901668.1|	49.008	353	440	360	92	440	28	360	7.49e-103	301	79
Pseudomonas_syringae_pv_maculicola_str_ES4326_12204	ref|WP_027901669.1|	45.404	359	440	367	92	440	28	367	5.00e-96	284	79
