22	15502	33
22	15503	33
22	15504	33
22	15505	33
22	15506	32
22	15507	32
22	15508	32
22	15509	32
22	15510	32
22	15511	32
22	15512	28
22	15513	28
22	15514	27
22	15515	27
22	15516	28
22	15517	28
22	15518	28
22	15519	28
22	15520	28
22	15521	28
22	15522	29
22	15523	29
22	15524	30
22	15525	30
22	15526	30
22	15527	30
22	15528	30
22	15529	29
22	15530	29
22	15531	30
22	15532	29
22	15533	29
22	15534	29
22	15535	29
22	15536	28
22	15537	26
22	15538	27
22	15539	27
22	15540	29
22	15541	28
22	15542	29
22	15543	29
22	15544	30
22	15545	30
22	15546	30
22	15547	30
22	15548	31
22	15549	31
22	15550	31
22	15551	31
22	15552	31
22	15553	32
22	15554	32
22	15555	32
22	15556	31
22	15557	31
22	15558	31
22	15559	31
22	15560	31
22	15561	29
22	15562	29
22	15563	29
22	15564	29
22	15565	29
22	15566	29
22	15567	31
22	15568	31
22	15569	30
22	15570	31
22	15571	30
22	15572	30
22	15573	30
22	15574	30
22	15575	30
22	15576	31
22	15577	31
22	15578	31
22	15579	31
22	15580	31
22	15581	29
22	15582	29
22	15583	29
22	15584	29
22	15585	29
22	15586	30
22	15587	30
22	15588	30
22	15589	30
22	15590	29
22	15591	28
22	15592	28
22	15593	28
22	15594	28
22	15595	27
22	15596	27
22	15597	27
22	15598	28
22	15599	28
22	15600	30
22	15601	30
22	15602	30
22	15603	31
22	15604	32
22	15605	32
22	15606	32
22	15607	32
22	15608	32
22	15609	32
22	15610	32
22	15611	32
22	15612	35
22	15613	35
22	15614	35
22	15615	35
22	15616	35
22	15617	35
22	15618	35
22	15619	38
22	15620	38
22	15621	36
22	15622	35
22	15623	31
22	15624	31
22	15625	33
22	15626	35
22	15627	35
22	15628	35
22	15629	35
22	15630	35
22	15631	35
22	15632	35
22	15633	35
22	15634	34
22	15635	34
22	15636	35
22	15637	35
22	15638	35
22	15639	35
22	15640	35
22	15641	35
22	15642	35
22	15643	35
22	15644	35
22	15645	35
22	15646	35
22	15647	35
22	15648	35
22	15649	34
22	15650	34
22	15651	34
22	15652	34
22	15653	34
22	15654	34
22	15655	34
22	15656	34
22	15657	34
22	15658	34
22	15659	34
22	15660	34
22	15661	34
22	15662	34
22	15663	36
22	15664	36
22	15665	35
22	15666	35
22	15667	35
22	15668	35
22	15669	35
22	15670	35
22	15671	34
22	15672	34
22	15673	34
22	15674	33
22	15675	33
22	15676	33
22	15677	35
22	15678	35
22	15679	35
22	15680	35
22	15681	35
22	15682	35
22	15683	36
22	15684	36
22	15685	37
22	15686	37
22	15687	36
22	15688	37
22	15689	37
22	15690	34
22	15691	34
22	15692	33
22	15693	34
22	15694	34
22	15695	35
22	15696	34
22	15697	34
22	15698	34
22	15699	34
22	15700	34
22	15701	34
22	15702	33
22	15703	34
22	15704	34
22	15705	34
22	15706	34
22	15707	34
22	15708	34
22	15709	36
22	15710	36
22	15711	36
22	15712	36
22	15713	37
22	15714	39
22	15715	39
22	15716	40
22	15717	38
22	15718	38
22	15719	39
22	15720	38
22	15721	38
22	15722	38
22	15723	38
22	15724	38
22	15725	39
22	15726	38
22	15727	38
22	15728	38
22	15729	38
22	15730	38
22	15731	38
22	15732	38
22	15733	38
22	15734	38
22	15735	39
22	15736	38
22	15737	38
22	15738	38
22	15739	39
22	15740	39
22	15741	40
22	15742	40
22	15743	40
22	15744	40
22	15745	40
22	15746	40
22	15747	41
22	15748	40
22	15749	40
22	15750	38
22	15751	37
22	15752	36
22	15753	37
22	15754	37
22	15755	38
22	15756	38
22	15757	38
22	15758	38
22	15759	38
22	15760	40
22	15761	40
22	15762	37
22	15763	37
22	15764	37
22	15765	37
22	15766	37
22	15767	37
22	15768	37
22	15769	34
22	15770	34
22	15771	34
22	15772	37
22	15773	37
22	15774	37
22	15775	35
22	15776	33
22	15777	33
22	15778	33
22	15779	33
22	15780	33
22	15781	33
22	15782	33
22	15783	33
22	15784	32
22	15785	32
22	15786	31
22	15787	31
22	15788	31
22	15789	31
22	15790	31
22	15791	31
22	15792	32
22	15793	37
22	15794	37
22	15795	37
22	15796	37
22	15797	37
22	15798	37
22	15799	37
22	15800	37
22	15801	37
22	15802	37
22	15803	37
22	15804	37
22	15805	37
22	15806	37
22	15807	37
22	15808	37
22	15809	37
22	15810	37
22	15811	37
22	15812	37
22	15813	35
22	15814	34
22	15815	34
22	15816	34
22	15817	36
22	15818	38
22	15819	38
22	15820	38
22	15821	38
22	15822	38
22	15823	39
22	15824	39
22	15825	39
22	15826	40
22	15827	38
22	15828	38
22	15829	37
22	15830	37
22	15831	37
22	15832	36
22	15833	36
22	15834	35
22	15835	35
22	15836	35
22	15837	35
22	15838	34
22	15839	34
22	15840	34
22	15841	34
22	15842	33
22	15843	33
22	15844	34
22	15845	33
22	15846	33
22	15847	33
22	15848	33
22	15849	33
22	15850	33
22	15851	33
22	15852	33
22	15853	32
22	15854	34
22	15855	37
22	15856	37
22	15857	37
22	15858	35
22	15859	35
22	15860	35
22	15861	34
22	15862	33
22	15863	32
22	15864	32
22	15865	31
22	15866	31
22	15867	31
22	15868	32
22	15869	31
22	15870	32
22	15871	32
22	15872	32
22	15873	32
22	15874	33
22	15875	32
22	15876	35
22	15877	35
22	15878	35
22	15879	35
22	15880	35
22	15881	35
22	15882	35
22	15883	35
22	15884	34
22	15885	34
22	15886	34
22	15887	34
22	15888	33
22	15889	35
22	15890	35
22	15891	34
22	15892	34
22	15893	34
22	15894	34
22	15895	34
22	15896	33
22	15897	33
22	15898	33
22	15899	33
22	15900	33
22	15901	33
22	15902	33
22	15903	32
22	15904	32
22	15905	32
22	15906	32
22	15907	32
22	15908	32
22	15909	32
22	15910	30
22	15911	30
22	15912	30
22	15913	33
22	15914	32
22	15915	32
22	15916	32
22	15917	32
22	15918	32
22	15919	32
22	15920	32
22	15921	32
22	15922	30
22	15923	30
22	15924	31
22	15925	30
22	15926	31
22	15927	31
22	15928	31
22	15929	31
22	15930	31
22	15931	31
22	15932	31
22	15933	31
22	15934	31
22	15935	31
22	15936	31
22	15937	31
22	15938	31
22	15939	31
22	15940	30
22	15941	30
22	15942	30
22	15943	26
22	15944	26
22	15945	26
22	15946	27
22	15947	27
22	15948	27
22	15949	27
22	15950	27
22	15951	27
22	15952	27
22	15953	27
22	15954	26
22	15955	26
22	15956	26
22	15957	29
22	15958	29
22	15959	29
22	15960	29
22	15961	29
22	15962	29
22	15963	29
22	15964	29
22	15965	29
22	15966	27
22	15967	27
22	15968	25
22	15969	25
22	15970	25
22	15971	25
22	15972	24
22	15973	24
22	15974	24
22	15975	24
22	15976	23
22	15977	23
22	15978	23
22	15979	24
22	15980	24
22	15981	24
22	15982	24
22	15983	24
22	15984	24
22	15985	24
22	15986	24
22	15987	24
22	15988	24
22	15989	24
22	15990	24
22	15991	24
22	15992	24
22	15993	23
22	15994	22
22	15995	22
22	15996	24
22	15997	26
22	15998	26
22	15999	26
22	16000	26
22	16001	26
22	16002	26
22	16003	26
22	16004	24
22	16005	21
22	16006	26
22	16007	26
22	16008	26
22	16009	27
22	16010	27
22	16011	28
22	16012	28
22	16013	28
22	16014	28
22	16015	27
22	16016	30
22	16017	30
22	16018	30
22	16019	31
22	16020	33
22	16021	33
22	16022	33
22	16023	33
22	16024	32
22	16025	32
22	16026	31
22	16027	31
22	16028	31
22	16029	31
22	16030	33
22	16031	33
22	16032	33
22	16033	33
22	16034	33
22	16035	33
22	16036	34
22	16037	34
22	16038	34
22	16039	32
22	16040	32
22	16041	32
22	16042	32
22	16043	32
22	16044	32
22	16045	32
22	16046	32
22	16047	32
22	16048	32
22	16049	32
22	16050	32
22	16051	32
22	16052	32
22	16053	32
22	16054	32
22	16055	32
22	16056	32
22	16057	32
22	16058	32
22	16059	32
22	16060	32
22	16061	32
22	16062	30
22	16063	29
22	16064	33
22	16065	33
22	16066	33
22	16067	33
22	16068	33
22	16069	33
22	16070	33
22	16071	33
22	16072	33
22	16073	33
22	16074	32
22	16075	31
22	16076	33
22	16077	33
22	16078	33
22	16079	33
22	16080	33
22	16081	33
22	16082	33
22	16083	33
22	16084	32
22	16085	32
22	16086	32
22	16087	32
22	16088	32
22	16089	32
22	16090	32
22	16091	34
22	16092	34
22	16093	34
22	16094	34
22	16095	34
22	16096	33
22	16097	33
22	16098	33
22	16099	33
22	16100	33
22	16101	33
22	16102	33
22	16103	33
22	16104	33
22	16105	33
22	16106	30
22	16107	30
22	16108	31
22	16109	31
22	16110	32
22	16111	32
22	16112	32
22	16113	32
22	16114	32
22	16115	31
22	16116	32
22	16117	32
22	16118	32
22	16119	32
22	16120	32
22	16121	32
22	16122	32
22	16123	33
22	16124	34
22	16125	34
22	16126	34
22	16127	35
22	16128	36
22	16129	35
22	16130	36
22	16131	36
22	16132	36
22	16133	36
22	16134	36
22	16135	38
22	16136	38
22	16137	38
22	16138	41
22	16139	42
22	16140	42
22	16141	42
22	16142	42
22	16143	42
22	16144	42
22	16145	42
22	16146	42
22	16147	40
22	16148	40
22	16149	40
22	16150	40
22	16151	40
22	16152	40
22	16153	40
22	16154	40
22	16155	35
22	16156	35
22	16157	35
22	16158	35
22	16159	34
22	16160	34
22	16161	34
22	16162	34
22	16163	34
22	16164	34
22	16165	34
